meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category,food_waste_kg
374,19,12.99572505044116,40.96843419941403,5,0,8.791491983808708,EXPERT,meat,31.405077859126667
127,12,15.635968886592346,38.97608697161715,6,0,36.113722588091846,Intermediate,vegetables,31.88777264161803
429,14,27.290451389232985,39.13966713976073,3,0,9.743237868027512,Intermediate,grains,36.805521974958125
322,19,23.162479853844523,31.46990689605914,2,0,18.896102390732693,Intermediate,vegetables,32.70183794728311
448,16,10.128629268867869,56.13032726388956,6,0,29.89003869762672,Intermediate,grains,53.20337458100168
230,17,30.79673593407305,31.0800053367129,6,0,29.797292898271955,Intermediate,vegetables,36.81092527098032
367,10,11.865745358427043,79.7857872172587,6,1,21.938673313431227,Intermediate,grains,46.74125686496456
150,14,5.844802989769095,86.37909067761049,5,1,23.103816862206735,Intermediate,vegetables,47.43900059387273
369,10,15.092531231906854,80.28913101311547,1,0,48.494638244843706,Intermediate,meat,52.75777211937997
271,5,15.894802348980246,53.962124903681456,0,0,29.43491596723712,Beginner,grains,32.704703516059496
287,13,11.86736044394635,40.14486422135956,4,0,9.16251970725337,Beginner,dairy,22.98692077983161
111,19,23.00476308128886,35.05807887668102,2,0,20.578859900614745,Intermediate,grains,22.374728825351024
327,10,24.984224141573343,31.240282133514267,3,0,13.56516387927714,EXPERT,meat,33.67694826371649
175,7,19.92946943573028,37.543456139533575,2,0,26.09554462280559,EXPERT,meat,33.93092651340736
242,7,26.8960311271844,68.2254502248543,5,0,7.450972131507691,Intermediate,grains,20.19165013436588
207,6,21.42146612200921,34.96292769146121,4,1,41.55758258837679,Intermediate,vegetables,56.54150423153591
274,8,26.92685609981909,43.60382297541064,0,0,39.53744737658175,Intermediate,dairy,49.14366793128884
145,6,23.077118114544614,73.9830713915996,0,0,32.524088872549655,Intermediate,meat,36.97148717739101
437,15,21.55243226914152,61.514385451209606,5,1,41.70962320857982,Intermediate,grains,79.93317556316883
121,11,23.55909162449346,57.358756545596215,1,0,46.038181288983495,Intermediate,meat,44.78150920593387
372,17,31.549672710106808,65.72157967551624,6,0,38.74791568110835,Intermediate,meat,49.34746479792479
150,7,13.724796399254869,89.76737697836647,0,0,45.86067902187384,Beginner,dairy,39.12581412218569
291,13,25.053641101312024,46.14117880789863,4,1,46.27492663211883,Intermediate,vegetables,55.46700493791375
346,11,18.98126869790614,53.15247017370696,1,1,39.054114061111775,Intermediate,vegetables,62.04979168334652
448,19,33.1418707720178,57.50798547415547,5,0,37.88958304949934,Intermediate,meat,63.98236563870466
198,17,26.152253086562705,71.4057934942706,3,0,41.36305177022102,EXPERT,dairy,37.58296477236034
117,5,30.39371608760702,46.82006764749126,0,0,22.43530831651424,EXPERT,meat,37.55246724436765
437,19,18.566337203022883,35.29210222739224,5,0,19.939391214471627,EXPERT,meat,50.81830563846673
112,10,28.60697663987389,87.24198765510243,3,0,32.806920193083414,EXPERT,dairy,34.31018605124429
359,13,10.907190565337554,78.98464709790184,5,0,19.662106280875197,Intermediate,meat,32.07990281496097
443,17,20.806019597312808,42.93179212747991,4,0,19.32368426115563,Intermediate,dairy,39.7642639312095
478,19,33.557884741829824,88.02316088556209,0,0,10.339727651354243,Intermediate,vegetables,44.8226272932104
198,9,15.638533248143316,77.85284163223196,4,0,24.29439310016076,EXPERT,grains,41.30178486757264
226,6,16.426181660801998,89.96797489293783,6,0,49.39534013514847,EXPERT,meat,46.88100458246255
419,15,11.952367212071158,58.74420378620107,5,0,15.171493855489343,Intermediate,dairy,35.56827613398504
168,11,24.36468455794417,75.24138209570293,5,0,49.1558718854958,Intermediate,meat,46.98950310436417
182,9,11.432006276940584,87.69080033898508,3,0,23.823099999206867,EXPERT,grains,30.49192342488851
302,18,25.138453941122076,65.75933053100891,3,1,12.473368355008116,Intermediate,meat,49.7599779068028
142,14,25.451291857179648,83.9673127527661,4,0,29.92205482851765,Intermediate,meat,35.22022046492519
393,14,34.18390444470688,49.51523435547311,5,0,36.83418238228696,Beginner,grains,50.27917828667118
422,15,29.56740101860373,66.36879389600878,0,0,30.684266643158303,Intermediate,vegetables,45.6593833594455
260,10,30.168111893148257,75.55492398365057,2,0,21.410180430545147,Intermediate,vegetables,29.89984605409981
464,9,33.20793832121443,67.32237374225963,5,0,10.212038700655745,Beginner,dairy,44.96087927845948
449,6,29.964831809568786,84.691277599519,3,0,18.0519812680094,Intermediate,vegetables,37.53633783024077
324,13,22.621122047325443,65.92154413914585,5,0,47.09201725882028,Beginner,meat,60.62586880031563
313,7,30.57396115553715,53.8468894139455,0,0,28.977216683062743,EXPERT,meat,34.78214517771701
281,18,28.704797649474937,87.37920560325165,4,1,38.55729497921543,Beginner,grains,56.32568803906105
243,17,25.698751319315896,88.47550868011979,4,0,46.49863676230779,EXPERT,meat,54.537390589836335
219,10,21.872163587655464,45.25388302492173,3,0,5.231283241350214,Intermediate,meat,28.297747075421903
153,12,29.296443154540533,55.8324125704314,0,0,28.313472433890247,Intermediate,grains,38.31396486464837
113,7,28.96690975277512,42.03361506437898,3,0,31.170389199709494,Intermediate,meat,32.39586337854402
297,10,10.854694148478954,88.32151538979547,5,1,12.644266748201437,EXPERT,meat,44.56475439317969
393,6,31.00303756853047,51.622669195820855,5,0,27.0066098888429,Intermediate,vegetables,40.94928373978302
464,16,34.88701226760642,81.99287890494521,2,0,46.67923408479553,Intermediate,dairy,58.57742180728891
366,8,13.317866345481937,31.85625868388052,1,0,33.24854367038014,Intermediate,vegetables,42.55481316392077
338,17,30.50943768622433,79.10217398888024,1,0,43.16816742259762,Intermediate,meat,48.366656560992055
338,9,33.75781882326479,37.13246347062432,5,0,22.12168484718661,EXPERT,meat,34.751027860371266
329,10,30.34415720798966,78.39536053957661,5,0,19.35702834495079,Intermediate,dairy,43.91055238295943
415,11,28.08511914030716,75.74897306853319,4,0,8.919918025764531,Intermediate,meat,41.32126700510049
198,6,18.945033773206784,58.18462577944103,2,0,18.296056608204168,EXPERT,grains,25.533362473945573
202,9,14.779767536619726,76.8597536168995,1,0,41.52074019581966,Intermediate,meat,42.88728265418715
395,18,17.354199333586948,45.1384349903644,1,0,40.55066787019469,Intermediate,grains,50.36915178978074
483,11,24.91213687463554,59.485090651713406,6,0,36.47027598136894,Intermediate,dairy,43.07012119080947
243,11,28.870945498521195,70.5084036689801,2,0,19.76720325591235,Intermediate,meat,29.63256008394076
406,10,19.06163765289679,55.28664249475485,0,0,28.56036107884351,EXPERT,meat,44.61575936451028
350,6,23.708014593160605,51.351285555552685,4,0,46.786859668878726,Intermediate,vegetables,57.0664809637605
